Clave del municipio;Municipio;pobalimentaria1990
21143;San Salvador el Verde;24,4
21144;San Salvador Huixcolotla;30,8
21145;San Sebastián Tlacotepec;56,6
21146;Santa Catarina Tlaltempan;24,5
21147;Santa Inés Ahuatempan;52,0
21148;Santa Isabel Cholula;55,3
21149;Santiago Miahuatlán;37,4
21150;Huehuetlán el Grande;59,5
21151;Santo Tomás Hueyotlipan;36,7
21152;Soltepec;39,3
21153;Tecali de Herrera;33,0
21154;Tecamachalco;41,2
21155;Tecomatlán;46,1
21156;Tehuacán;29,9
21157;Tehuitzingo;47,0
21158;Tenampulco;57,6
21159;Teopantlán;47,2
21160;Teotlalco;33,9
21161;Tepanco de López;45,5
21162;Tepango de Rodríguez;52,6
21163;Tepatlaxco de Hidalgo;25,4
21164;Tepeaca;36,7
21165;Tepemaxalco;71,2
21166;Tepeojuma;47,1
21167;Tepetzintla;75,2
21168;Tepexco;52,0
21169;Tepexi de Rodríguez;42,9
21170;Tepeyahualco;43,1
21171;Tepeyahualco de Cuauhtémoc;30,5
21172;Tetela de Ocampo;62,8
21173;Teteles de Ávila Castillo;18,9
21174;Teziutlán;23,0
21175;Tianguismanalco;39,1
21176;Tilapa;33,4
21177;Tlacotepec de Benito Juárez;45,2
21178;Tlacuilotepec;65,8
21179;Tlachichuca;41,8
21180;Tlahuapan;27,8
21181;Tlaltenango;34,6
21182;Tlanepantla;46,3
21183;Tlaola;61,0
21184;Tlapacoya;68,9
21185;Tlapanalá;47,2
21186;Tlatlauquitepec;46,7
21187;Tlaxco;60,3
21188;Tochimilco;44,8
21189;Tochtepec;35,8
21190;Totoltepec de Guerrero;25,1
21191;Tulcingo;53,9
21192;Tuzamapan de Galeana;53,0
21193;Tzicatlacoyan;44,8
21194;Venustiano Carranza;45,6
21195;Vicente Guerrero;74,7
21196;Xayacatlán de Bravo;30,1
21197;Xicotepec;46,9
21198;Xicotlán;63,1
21199;Xiutetelco;54,1
21200;Xochiapulco;56,2
21201;Xochiltepec;52,4
21202;Xochitlán de Vicente Suárez;62,9
21203;Xochitlán Todos Santos;44,8
21204;Yaonáhuac;46,4
21205;Yehualtepec;41,5
21206;Zacapala;48,5
21207;Zacapoaxtla;47,5
21208;Zacatlán;49,7
21209;Zapotitlán;44,3
21210;Zapotitlán de Méndez;47,5
21211;Zaragoza;21,2
21212;Zautla;52,9
21213;Zihuateutla;58,4
21214;Zinacatepec;31,1
21215;Zongozotla;34,1
21216;Zoquiapan;63,6
21217;Zoquitlán;71,8
22001;Amealco de Bonfil;48,0
22002;Pinal de Amoles;66,6
22003;Arroyo Seco;47,7
22004;Cadereyta de Montes;45,3
22005;Colón;47,1
22006;Corregidora;26,9
22007;Ezequiel Montes;34,0
22008;Huimilpan;47,8
22009;Jalpan de Serra;50,4
22010;Landa de Matamoros;61,4
22011;El Marqués;41,5
22012;Pedro Escobedo;27,9
22013;Peñamiller;49,2
22014;Querétaro;10,6
22015;San Joaquín;58,7
22016;San Juan del Río;24,4
22017;Tequisquiapan;34,1
22018;Tolimán;47,4
23001;Cozumel;18,8
23002;Felipe Carrillo Puerto;34,9
23003;Isla Mujeres;14,6
23004;Othón P. Blanco;20,3
23005;Benito Juárez;7,6
23006;José María Morelos;35,6
23007;Lázaro Cárdenas;28,6
23008;Solidaridad;19,3
23009;Tulum;ND
24001;Ahualulco;51,8
24002;Alaquines;46,4
24003;Aquismón;62,6
24004;Armadillo de los Infante;48,8
24005;Cárdenas;20,1
24006;Catorce;46,4
24007;Cedral;29,4
24008;Cerritos;21,4
24009;Cerro de San Pedro;28,3
24010;Ciudad del Maíz;38,4
24011;Ciudad Fernández;42,6
24012;Tancanhuitz;51,0
24013;Ciudad Valles;28,4
24014;Coxcatlán;47,8
24015;Charcas;33,5
24016;Ebano;36,3
24017;Guadalcázar;50,7
24018;Huehuetlán;44,1
24019;Lagunillas;55,6
24020;Matehuala;27,9
24021;Mexquitic de Carmona;47,8
24022;Moctezuma;48,0
24023;Rayón;40,4
24024;Rioverde;42,2
24025;Salinas;31,1
24026;San Antonio;58,2
24027;San Ciro de Acosta;35,7
24028;San Luis Potosí;10,0
24029;San Martín Chalchicuautla;63,5
24030;San Nicolás Tolentino;45,3
24031;Santa Catarina;70,2
24032;Santa María del Río;45,8
24033;Santo Domingo;42,6
24034;San Vicente Tancuayalab;46,9
24035;Soledad de Graciano Sánchez;12,5
24036;Tamasopo;38,5
24037;Tamazunchale;53,5
24038;Tampacán;50,7
24039;Tampamolón Corona;59,5
24040;Tamuín;29,9
24041;Tanlajás;59,8
24042;Tanquián de Escobedo;33,9
24043;Tierra Nueva;51,4
24044;Vanegas;43,2
24045;Venado;42,9
24046;Villa de Arriaga;46,7
24047;Villa de Guadalupe;45,6
24048;Villa de la Paz;24,0
24049;Villa de Ramos;38,2
24050;Villa de Reyes;39,3
24051;Villa Hidalgo;31,5
24052;Villa Juárez;33,0
24053;Axtla de Terrazas;46,2
24054;Xilitla;50,4
24055;Zaragoza;49,1
24056;Villa de Arista;40,7
24057;Matlapa;58,3
24058;El Naranjo;25,9
25001;Ahome;12,9
25002;Angostura;14,9
25003;Badiraguato;52,6
25004;Concordia;22,1
25005;Cosalá;48,3
25006;Culiacán;16,0
25007;Choix;35,8
25008;Elota;24,9
25009;Escuinapa;25,2
25010;El Fuerte;26,4
25011;Guasave;25,6
25012;Mazatlán;9,8
25013;Mocorito;27,1
25014;Rosario;22,0
25015;Salvador Alvarado;18,4
25016;San Ignacio;30,7
25017;Sinaloa;37,3
25018;Navolato;31,0
26001;Aconchi;13,1
26002;Agua Prieta;11,5
26003;Alamos;32,0
26004;Altar;17,0
26005;Arivechi;15,9
26006;Arizpe;13,0
26007;Atil;6,6
26008;Bacadéhuachi;15,1
26009;Bacanora;19,7
26010;Bacerac;19,6
26011;Bacoachi;8,2
26012;Bácum;17,9
26013;Banámichi;11,3
26014;Baviácora;14,8
26015;Bavispe;13,1
26016;Benjamín Hill;8,0
26017;Caborca;17,9
26018;Cajeme;10,3
26019;Cananea;3,9
26020;Carbó;15,5
26021;La Colorada;15,8
26022;Cucurpe;18,3
26023;Cumpas;7,5
26024;Divisaderos;8,8
26025;Empalme;14,4
26026;Etchojoa;24,2
26027;Fronteras;11,6
26028;Granados;7,3
26029;Guaymas;13,4
26030;Hermosillo;8,3
26031;Huachinera;16,9
26032;Huásabas;8,9
26033;Huatabampo;22,6
26034;Huépac;8,5
26035;Imuris;10,9
26036;Magdalena;11,5
26037;Mazatán;8,8
26038;Moctezuma;6,4
26039;Naco;6,9
26040;Nácori Chico;18,2
26041;Nacozari de García;5,4
26042;Navojoa;19,7
26043;Nogales;8,5
26044;Onavas;25,3
26045;Opodepe;18,7
26046;Oquitoa;6,8
26047;Pitiquito;11,3
26048;Puerto Peñasco;11,7
26049;Quiriego;28,5
26050;Rayón;9,4
26051;Rosario;27,1
26052;Sahuaripa;19,1
26053;San Felipe de Jesús;6,2
26054;San Javier;14,4
26055;San Luis Río Colorado;12,4
26056;San Miguel de Horcasitas;19,8
26057;San Pedro de la Cueva;13,4
26058;Santa Ana;7,5
26059;Santa Cruz;8,2
26060;Sáric;15,5
26061;Soyopa;16,7
26062;Suaqui Grande;18,3
26063;Tepache;8,7
26064;Trincheras;14,7
26065;Tubutama;15,0
26066;Ures;9,9
26067;Villa Hidalgo;13,4
26068;Villa Pesqueira;13,3
26069;Yécora;27,2
26070;General Plutarco Elías Calles;11,6
26071;Benito Juárez;17,4
26072;San Ignacio Río Muerto;24,3
27001;Balancán;37,6
27002;Cárdenas;30,4
27003;Centla;41,4
27004;Centro;11,5
27005;Comalcalco;41,6
27006;Cunduacán;37,0
27007;Emiliano Zapata;17,5
27008;Huimanguillo;47,8
27009;Jalapa;35,8
27010;Jalpa de Méndez;38,8
27011;Jonuta;41,3
27012;Macuspana;34,0
27013;Nacajuca;30,1
27014;Paraíso;24,4
27015;Tacotalpa;36,6
27016;Teapa;31,6
27017;Tenosique;39,7
28001;Abasolo;19,3
28002;Aldama;29,5
28003;Altamira;31,0
28004;Antiguo Morelos;41,6
28005;Burgos;36,2
28006;Bustamante;50,5
28007;Camargo;11,8
28008;Casas;47,3
28009;Ciudad Madero;4,9
28010;Cruillas;33,1
28011;Gómez Farías;41,7
28012;González;34,3
28013;Güémez;35,3
28014;Guerrero;9,6
28015;Gustavo Díaz Ordaz;14,4
28016;Hidalgo;32,9
28017;Jaumave;33,2
28018;Jiménez;23,5
28019;Llera;28,0
28020;Mainero;30,4
28021;El Mante;21,2
28022;Matamoros;12,6
28023;Méndez;29,2
28024;Mier;9,2
28025;Miguel Alemán;12,0
28026;Miquihuana;35,4
28027;Nuevo Laredo;11,9
28028;Nuevo Morelos;35,0
28029;Ocampo;34,6
28030;Padilla;25,3
28031;Palmillas;27,6
28032;Reynosa;13,6
28033;Río Bravo;21,3
28034;San Carlos;35,3
28035;San Fernando;28,7
28036;San Nicolás;60,3
28037;Soto la Marina;29,4
28038;Tampico;7,7
28039;Tula;36,9
28040;Valle Hermoso;19,5
28041;Victoria;12,7
28042;Villagrán;36,3
28043;Xicoténcatl;19,6
29001;Amaxac de Guerrero;13,7
29002;Apetatitlán de Antonio Carvajal;9,7
29003;Atlangatepec;30,9
29004;Altzayanca;34,4
29005;Apizaco;11,1
29006;Calpulalpan;20,8
29007;El Carmen Tequexquitla;38,8
29008;Cuapiaxtla;24,7
29009;Cuaxomulco;27,1
29010;Chiautempan;20,4
29011;Muñoz de Domingo Arenas;23,2
29012;Españita;31,2
29013;Huamantla;30,6
29014;Hueyotlipan;26,8
29015;Ixtacuixtla de Mariano Matamoros;22,2
29016;Ixtenco;17,0
29017;Mazatecochco de José María Morelos;18,5
29018;Contla de Juan Cuamatzi;41,4
29019;Tepetitla de Lardizábal;16,6
29020;Sanctórum de Lázaro Cárdenas;24,4
29021;Nanacamilpa de Mariano Arista;16,2
29022;Acuamanala de Miguel Hidalgo;22,1
29023;Natívitas;23,4
29024;Panotla;12,7
29025;San Pablo del Monte;38,3
29026;Santa Cruz Tlaxcala;25,1
29027;Tenancingo;19,3
29028;Teolocholco;25,6
29029;Tepeyanco;25,0
29030;Terrenate;45,1
29031;Tetla de la Solidaridad;19,8
29032;Tetlatlahuca;14,0
29033;Tlaxcala;7,9
29034;Tlaxco;29,5
29035;Tocatlán;20,8
29036;Totolac;7,7
29037;Zitlaltepec de Trinidad Sánchez Santos;41,1
29038;Tzompantepec;26,5
29039;Xaloztoc;20,7
29040;Xaltocan;31,5
29041;Papalotla de Xicohténcatl;10,8
29042;Xicohtzinco;11,4
29043;Yauhquemecan;15,9
29044;Zacatelco;24,6
29045;Benito Juárez;18,1
29046;Emiliano Zapata;42,2
29047;Lázaro Cárdenas;42,6
29048;La Magdalena Tlaltelulco;23,4
29049;San Damián Texoloc;12,2
29050;San Francisco Tetlanohcan;26,7
29051;San Jerónimo Zacualpan;14,7
29052;San José Teacalco;37,8
29053;San Juan Huactzinco;14,3
29054;San Lorenzo Axocomanitla;16,3
29055;San Lucas Tecopilco;29,5
29056;Santa Ana Nopalucan;17,1
29057;Santa Apolonia Teacalco;24,6
29058;Santa Catarina Ayometla;18,0
29059;Santa Cruz Quilehtla;21,1
29060;Santa Isabel Xiloxoxtla;32,0
30001;Acajete;42,9
30002;Acatlán;25,3
30003;Acayucan;31,7
30004;Actopan;23,5
30005;Acula;47,2
30006;Acultzingo;48,3
30007;Camarón de Tejeda;43,4
30008;Alpatláhuac;72,2
30009;Alto Lucero de Gutiérrez Barrios;24,0
30010;Altotonga;49,7
30011;Alvarado;29,6
30012;Amatitlán;32,8
30013;Naranjos Amatlán;21,7
30014;Amatlán de los Reyes;39,4
30015;Angel R. Cabada;32,1
30016;La Antigua;11,0
30017;Apazapan;19,8
30018;Aquila;62,9
30019;Astacinga;78,5
30020;Atlahuilco;71,5
30021;Atoyac;25,2
30022;Atzacan;44,8
30023;Atzalan;59,0
30024;Tlaltetela;48,7
30025;Ayahualulco;64,8
30026;Banderilla;20,2
30027;Benito Juárez;59,9
30028;Boca del Río;9,1
30029;Calcahualco;77,1
30030;Camerino Z. Mendoza;17,8
30031;Carrillo Puerto;65,1
30032;Catemaco;40,3
30033;Cazones;57,2
30034;Cerro Azul;14,9
30035;Citlaltépetl;53,0
30036;Coacoatzintla;45,8
30037;Coahuitlán;74,0
30038;Coatepec;22,7
30039;Coatzacoalcos;11,3
30040;Coatzintla;30,1
30041;Coetzala;56,4
30042;Colipa;43,7
30043;Comapa;59,5
30044;Córdoba;18,4
30045;Cosamaloapan de Carpio;23,1
30046;Cosautlán de Carvajal;44,4
30047;Coscomatepec;49,9
30048;Cosoleacaque;38,1
30049;Cotaxtla;45,1
30050;Coxquihui;67,4
30051;Coyutla;65,6
30052;Cuichapa;39,2
30053;Cuitláhuac;25,7
30054;Chacaltianguis;33,3
30055;Chalma;58,3
30056;Chiconamel;68,1
30057;Chiconquiaco;59,1
30058;Chicontepec;56,3
30059;Chinameca;35,9
30060;Chinampa de Gorostiza;53,2
30061;Las Choapas;54,5
30062;Chocamán;43,9
30063;Chontla;55,5
30064;Chumatlán;62,7
30065;Emiliano Zapata;22,3
30066;Espinal;63,5
30067;Filomeno Mata;79,3
30068;Fortín;22,2
30069;Gutiérrez Zamora;28,5
30070;Hidalgotitlán;58,0
30071;Huatusco;43,2
30072;Huayacocotla;57,1
30073;Hueyapan de Ocampo;38,2
30074;Huiloapan;26,5
30075;Ignacio de la Llave;37,6
30076;Ilamatlán;76,5
30077;Isla;45,7
30078;Ixcatepec;61,0
30079;Ixhuacán de los Reyes;60,4
30080;Ixhuatlán del Café;54,1
30081;Ixhuatlancillo;46,6
30082;Ixhuatlán del Sureste;36,1
30083;Ixhuatlán de Madero;61,1
30084;Ixmatlahuacan;43,6
30085;Ixtaczoquitlán;22,4
30086;Jalacingo;55,8
30087;Xalapa;9,3
30088;Jalcomulco;26,6
30089;Jáltipan;25,9
30090;Jamapa;39,5
30091;Jesús Carranza;48,6
30092;Xico;28,6
30093;Jilotepec;31,9
30094;Juan Rodríguez Clara;39,0
30095;Juchique de Ferrer;47,2
30096;Landero y Coss;29,5
30097;Lerdo de Tejada;13,4
30098;Magdalena;48,6
30099;Maltrata;44,6
30100;Manlio Fabio Altamirano;36,4
30101;Mariano Escobedo;34,3
30102;Martínez de la Torre;30,5
30103;Mecatlán;74,1
30104;Mecayapan;55,6
30105;Medellín;32,3
30106;Miahuatlán;41,1
30107;Las Minas;68,5
30108;Minatitlán;24,2
30109;Misantla;38,4
30110;Mixtla de Altamirano;80,7
30111;Moloacán;34,6
30112;Naolinco;25,0
30113;Naranjal;55,2
30114;Nautla;30,5
30115;Nogales;20,6
30116;Oluta;28,4
30117;Omealca;47,8
30118;Orizaba;10,4
30119;Otatitlán;26,9
30120;Oteapan;47,8
30121;Ozuluama de Mascareñas;42,6
30122;Pajapan;54,4
30123;Pánuco;35,8
30124;Papantla;46,5
30125;Paso del Macho;43,8
30126;Paso de Ovejas;25,5
30127;La Perla;66,0
30128;Perote;33,8
30129;Platón Sánchez;45,1
30130;Playa Vicente;52,3
30131;Poza Rica de Hidalgo;9,5
30132;Las Vigas de Ramírez;33,0
30133;Pueblo Viejo;18,1
30134;Puente Nacional;23,4
30135;Rafael Delgado;49,7
30136;Rafael Lucio;31,6
30137;Los Reyes;70,8
30138;Río Blanco;11,0
30139;Saltabarranca;26,6
30140;San Andrés Tenejapan;64,3
30141;San Andrés Tuxtla;44,6
30142;San Juan Evangelista;48,9
30143;Santiago Tuxtla;50,3
30144;Sayula de Alemán;42,3
30145;Soconusco;41,2
30146;Sochiapa;57,5
30147;Soledad Atzompa;68,2
30148;Soledad de Doblado;35,9
30149;Soteapan;63,7
30150;Tamalín;43,9
30151;Tamiahua;46,9
30152;Tampico Alto;38,0
30153;Tancoco;42,2
30154;Tantima;50,6
30155;Tantoyuca;59,1
30156;Tatatila;63,2
30157;Castillo de Teayo;51,2
30158;Tecolutla;46,1
30159;Tehuipango;87,8
30160;Temapache;43,8
30161;Tempoal;49,4
30162;Tenampa;59,9
30163;Tenochtitlán;47,8
30164;Teocelo;30,7
30165;Tepatlaxco;58,1
30166;Tepetlán;42,4
30167;Tepetzintla;44,1
30168;Tequila;63,4
30169;José Azueta;43,8
30170;Texcatepec;77,4
30171;Texhuacán;68,1
30172;Texistepec;41,8
30173;Tezonapa;54,3
30174;Tierra Blanca;39,1
30175;Tihuatlán;40,6
30176;Tlacojalpan;33,8
30177;Tlacolulan;62,6
30178;Tlacotalpan;25,7
30179;Tlacotepec de Mejía;38,8
30180;Tlachichilco;65,4
30181;Tlalixcoyan;41,6
30182;Tlalnelhuayocan;58,4
30183;Tlapacoyan;39,6
30184;Tlaquilpa;73,7
30185;Tlilapan;53,0
30186;Tomatlán;36,1
30187;Tonayán;61,2
30188;Totutla;41,0
30189;Túxpam;25,9
30190;Tuxtilla;22,0
30191;Ursulo Galván;8,9
30192;Vega de Alatorre;20,8
30193;Veracruz;7,3
30194;Villa Aldama;43,7
30195;Xoxocotla;71,8
30196;Yanga;28,2
30197;Yecuatla;48,2
30198;Zacualpan;64,9
30199;Zaragoza;63,9
30200;Zentla;50,0
30201;Zongolica;64,2
30202;Zontecomatlán de López y Fuentes;73,5
30203;Zozocolco de Hidalgo;70,1
30204;Agua Dulce;19,7
30205;El Higo;26,9
30206;Nanchital de Lázaro Cárdenas del Río;5,4
30207;Tres Valles;39,8
30208;Carlos A. Carrillo;30,7
30209;Tatahuicapan de Juárez;48,6
30210;Uxpanapa;53,6
30211;San Rafael;24,6
30212;Santiago Sochiapan;59,1
31001;Abalá;48,8
31002;Acanceh;47,4
31003;Akil;36,3
31004;Baca;46,8
31005;Bokobá;44,2
31006;Buctzotz;38,1
31007;Cacalchén;43,5
31008;Calotmul;35,7
31009;Cansahcab;42,4
31010;Cantamayec;49,3
31011;Celestún;23,8
31012;Cenotillo;29,9
31013;Conkal;28,8
31014;Cuncunul;45,1
31015;Cuzamá;58,4
31016;Chacsinkín;52,7
31017;Chankom;54,3
31018;Chapab;45,0
31019;Chemax;54,7
31020;Chicxulub Pueblo;41,4
31021;Chichimilá;53,5
31022;Chikindzonot;42,1
31023;Chocholá;35,7
31024;Chumayel;44,4
31025;Dzán;32,7
31026;Dzemul;36,3
31027;Dzidzantún;23,3
31028;Dzilam de Bravo;13,4
31029;Dzilam González;34,0
31030;Dzitás;34,2
31031;Dzoncauich;55,0
31032;Espita;44,5
31033;Halachó;55,4
31034;Hocabá;64,0
31035;Hoctún;42,6
31036;Homún;62,5
31037;Huhí;46,6
31038;Hunucmá;48,2
31039;Ixil;41,2
31040;Izamal;48,2
31041;Kanasín;32,5
31042;Kantunil;43,2
31043;Kaua;49,3
31044;Kinchil;64,0
31045;Kopomá;48,5
31046;Mama;47,3
31047;Maní;43,6
31048;Maxcanú;51,2
31049;Mayapán;61,7
31050;Mérida;12,9
31051;Mocochá;39,1
31052;Motul;50,4
31053;Muna;24,1
31054;Muxupip;63,6
31055;Opichén;42,4
31056;Oxkutzcab;52,3
31057;Panabá;30,5
31058;Peto;38,9
31059;Progreso;12,8
31060;Quintana Roo;40,5
31061;Río Lagartos;19,2
31062;Sacalum;36,9
31063;Samahil;56,9
31064;Sanahcat;52,4
31065;San Felipe;13,8
31066;Santa Elena;37,8
31067;Seyé;38,0
31068;Sinanché;38,8
31069;Sotuta;46,2
31070;Sucilá;29,1
31071;Sudzal;47,7
31072;Suma;43,1
31073;Tahdziú;65,6
31074;Tahmek;40,3
31075;Teabo;50,4
31076;Tecoh;60,1
31077;Tekal de Venegas;56,2
31078;Tekantó;55,8
31079;Tekax;45,6
31080;Tekit;46,2
31081;Tekom;51,5
31082;Telchac Pueblo;22,2
31083;Telchac Puerto;18,6
31084;Temax;48,1
31085;Temozón;49,2
31086;Tepakán;62,1
31087;Tetiz;63,4
31088;Teya;59,3
31089;Ticul;39,4
31090;Timucuy;71,0
31091;Tinum;36,9
31092;Tixcacalcupul;51,1
31093;Tixkokob;30,2
31094;Tixmehuac;52,6
31095;Tixpéhual;40,8
31096;Tizimín;50,3
31097;Tunkás;47,7
31098;Tzucacab;40,5
31099;Uayma;45,6
31100;Ucú;44,4
31101;Umán;31,5
31102;Valladolid;38,1
31103;Xocchel;51,9
31104;Yaxcabá;48,3
31105;Yaxkukul;41,2
31106;Yobaín;37,0
32001;Apozol;30,2
32002;Apulco;42,2
32003;Atolinga;25,6
32004;Benito Juárez;31,0
32005;Calera;30,9
32006;Cañitas de Felipe Pescador;19,7
32007;Concepción del Oro;21,8
32008;Cuauhtémoc;29,8
32009;Chalchihuites;30,2
32010;Fresnillo;27,7
32011;Trinidad García de la Cadena;23,4
32012;Genaro Codina;52,4
32013;General Enrique Estrada;21,3
32014;General Francisco R. Murguía;33,8
32015;El Plateado de Joaquín Amaro;33,7
32016;General Pánfilo Natera;31,8
32017;Guadalupe;16,8
32018;Huanusco;36,0
32019;Jalpa;24,3
32020;Jerez;23,2
32021;Jiménez del Teul;59,3
32022;Juan Aldama;22,0
32023;Juchipila;14,0
32024;Loreto;36,7
32025;Luis Moya;24,7
32026;Mazapil;45,1
32027;Melchor Ocampo;50,4
32028;Mezquital del Oro;37,2
32029;Miguel Auza;22,0
32030;Momax;25,4
32031;Monte Escobedo;32,6
32032;Morelos;17,1
32033;Moyahua de Estrada;24,7
32034;Nochistlán de Mejía;26,9
32035;Noria de Ángeles;35,3
32036;Ojocaliente;26,7
32037;Pánuco;34,7
32038;Pinos;50,6
32039;Río Grande;29,0
32040;Sain Alto;36,5
32041;El Salvador;49,0
32042;Sombrerete;33,7
32043;Susticacán;38,5
32044;Tabasco;30,6
32045;Tepechitlán;30,2
32046;Tepetongo;24,0
32047;Teul de González Ortega;21,5
32048;Tlaltenango de Sánchez Román;29,1
32049;Valparaíso;32,3
32050;Vetagrande;29,3
32051;Villa de Cos;37,9
32052;Villa García;36,7
32053;Villa González Ortega;36,3
32054;Villa Hidalgo;42,3
32055;Villanueva;25,8
32056;Zacatecas;10,0
32057;Trancoso;27,3
32058;Santa María de la Paz;28,5
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
